date,country,active_users,content_created,reports,enforcements,appeals,successful_appeals,median_response_time_hours,reports_spam,reports_harassment_hate,reports_nudity,reports_misinformation,reports_child_safety,reports_other,reports_user,reports_ai,reports_trusted,enf_removed,enf_warning,enf_suspension,enf_downrank,report_rate,enforcement_rate,appeal_rate,appeal_success_rate,share_spam,share_harassment_hate,share_nudity,share_misinformation,share_child_safety,share_other,share_user,share_ai,share_trusted
2025-06-10,Singapore,48088,1450,13,7,0,0,19.6,8,1,1,2,1,0,4,7,2,6,1,0,0,0.00896551724137931,0.5384615384615384,0.0,,0.6153846153846154,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.0,0.3076923076923077,0.5384615384615384,0.15384615384615385
2025-06-10,Indonesia,410647,14342,183,126,5,0,21.1,71,23,25,30,5,29,84,85,14,72,14,7,33,0.01275972667689304,0.6885245901639344,0.03968253968253968,0.0,0.3879781420765027,0.12568306010928962,0.1366120218579235,0.16393442622950818,0.0273224043715847,0.15846994535519127,0.45901639344262296,0.4644808743169399,0.07650273224043716
2025-06-10,Philippines,205363,9741,137,97,7,0,19.7,64,23,10,24,1,15,46,75,16,54,8,4,31,0.01406426444923519,0.708029197080292,0.07216494845360824,0.0,0.46715328467153283,0.1678832116788321,0.072992700729927,0.17518248175182483,0.0072992700729927005,0.10948905109489052,0.3357664233576642,0.5474452554744526,0.11678832116788321
2025-06-10,Thailand,142305,3657,45,34,0,0,24.8,26,7,3,5,3,1,14,25,6,24,1,1,8,0.012305168170631665,0.7555555555555555,0.0,,0.5777777777777777,0.15555555555555556,0.06666666666666667,0.1111111111111111,0.06666666666666667,0.022222222222222223,0.3111111111111111,0.5555555555555556,0.13333333333333333
2025-06-10,Vietnam,183613,7759,110,80,7,0,22.4,50,20,7,16,2,15,46,51,13,43,13,5,19,0.01417708467586029,0.7272727272727273,0.0875,0.0,0.45454545454545453,0.18181818181818182,0.06363636363636363,0.14545454545454545,0.01818181818181818,0.13636363636363635,0.41818181818181815,0.4636363636363636,0.11818181818181818
2025-06-11,Singapore,47252,1671,22,13,0,0,20.7,9,2,3,4,0,4,6,14,2,9,0,0,4,0.013165769000598444,0.5909090909090909,0.0,,0.4090909090909091,0.09090909090909091,0.13636363636363635,0.18181818181818182,0.0,0.18181818181818182,0.2727272727272727,0.6363636363636364,0.09090909090909091
2025-06-11,Indonesia,414509,20463,238,157,9,0,18.6,98,27,29,42,7,35,102,114,22,99,20,5,33,0.011630748179641303,0.6596638655462185,0.05732484076433121,0.0,0.4117647058823529,0.1134453781512605,0.12184873949579832,0.17647058823529413,0.029411764705882353,0.14705882352941177,0.42857142857142855,0.4789915966386555,0.09243697478991597
2025-06-11,Philippines,212460,6414,72,44,2,0,23.9,33,8,5,14,2,10,25,41,6,26,6,1,11,0.011225444340505144,0.6111111111111112,0.045454545454545456,0.0,0.4583333333333333,0.1111111111111111,0.06944444444444445,0.19444444444444445,0.027777777777777776,0.1388888888888889,0.3472222222222222,0.5694444444444444,0.08333333333333333
2025-06-11,Thailand,153748,5994,74,47,1,0,24.5,32,6,11,15,1,9,25,41,8,28,5,5,9,0.012345679012345678,0.6351351351351351,0.02127659574468085,0.0,0.43243243243243246,0.08108108108108109,0.14864864864864866,0.20270270270270271,0.013513513513513514,0.12162162162162163,0.33783783783783783,0.5540540540540541,0.10810810810810811
2025-06-11,Vietnam,190387,9374,140,97,5,0,19.9,65,20,9,23,1,22,53,72,15,60,11,5,21,0.014934926392148495,0.6928571428571428,0.05154639175257732,0.0,0.4642857142857143,0.14285714285714285,0.06428571428571428,0.16428571428571428,0.007142857142857143,0.15714285714285714,0.37857142857142856,0.5142857142857142,0.10714285714285714
2025-06-12,Singapore,50547,2220,28,16,0,0,22.7,10,5,4,5,1,3,15,12,1,5,3,3,5,0.012612612612612612,0.5714285714285714,0.0,,0.35714285714285715,0.17857142857142858,0.14285714285714285,0.17857142857142858,0.03571428571428571,0.10714285714285714,0.5357142857142857,0.42857142857142855,0.03571428571428571
2025-06-12,Indonesia,394484,18921,286,210,12,0,23.0,116,44,41,50,5,30,102,144,40,128,25,5,52,0.01511548015432588,0.7342657342657343,0.05714285714285714,0.0,0.40559440559440557,0.15384615384615385,0.14335664335664336,0.17482517482517482,0.017482517482517484,0.1048951048951049,0.35664335664335667,0.5034965034965035,0.13986013986013987
2025-06-12,Philippines,210754,7647,90,63,2,0,18.8,30,19,12,14,2,13,34,47,9,32,9,4,18,0.011769321302471557,0.7,0.031746031746031744,0.0,0.3333333333333333,0.2111111111111111,0.13333333333333333,0.15555555555555556,0.022222222222222223,0.14444444444444443,0.37777777777777777,0.5222222222222223,0.1
2025-06-12,Thailand,155783,3525,38,23,0,0,23.8,12,7,5,12,1,1,15,17,6,13,7,1,2,0.01078014184397163,0.6052631578947368,0.0,,0.3157894736842105,0.18421052631578946,0.13157894736842105,0.3157894736842105,0.02631578947368421,0.02631578947368421,0.39473684210526316,0.4473684210526316,0.15789473684210525
2025-06-12,Vietnam,192720,6229,76,48,1,0,18.4,28,11,11,19,1,6,33,35,8,31,7,2,8,0.01220099534435704,0.631578947368421,0.020833333333333332,0.0,0.3684210526315789,0.14473684210526316,0.14473684210526316,0.25,0.013157894736842105,0.07894736842105263,0.4342105263157895,0.4605263157894737,0.10526315789473684
2025-06-13,Singapore,47349,2180,27,16,0,0,23.8,6,6,2,7,1,5,12,10,5,9,1,0,6,0.012385321100917432,0.5925925925925926,0.0,,0.2222222222222222,0.2222222222222222,0.07407407407407407,0.25925925925925924,0.037037037037037035,0.18518518518518517,0.4444444444444444,0.37037037037037035,0.18518518518518517
2025-06-13,Indonesia,429489,19275,194,136,12,1,19.7,70,32,27,42,3,20,84,96,14,78,13,6,39,0.01006485084306096,0.7010309278350515,0.08823529411764706,0.08333333333333333,0.36082474226804123,0.16494845360824742,0.13917525773195877,0.21649484536082475,0.015463917525773196,0.10309278350515463,0.4329896907216495,0.4948453608247423,0.07216494845360824
2025-06-13,Philippines,216716,7058,83,56,1,0,21.8,29,6,9,16,4,19,41,34,8,35,10,0,11,0.011759705298951545,0.6746987951807228,0.017857142857142856,0.0,0.3493975903614458,0.07228915662650602,0.10843373493975904,0.1927710843373494,0.04819277108433735,0.2289156626506024,0.4939759036144578,0.40963855421686746,0.0963855421686747
2025-06-13,Thailand,158031,5158,65,45,2,0,19.3,32,12,4,11,1,5,18,39,8,24,10,2,9,0.01260178363706863,0.6923076923076923,0.044444444444444446,0.0,0.49230769230769234,0.18461538461538463,0.06153846153846154,0.16923076923076924,0.015384615384615385,0.07692307692307693,0.27692307692307694,0.6,0.12307692307692308
2025-06-13,Vietnam,188646,7489,83,55,0,0,18.3,34,13,10,11,1,14,33,41,9,27,10,2,16,0.011082921618373615,0.6626506024096386,0.0,,0.40963855421686746,0.1566265060240964,0.12048192771084337,0.13253012048192772,0.012048192771084338,0.1686746987951807,0.39759036144578314,0.4939759036144578,0.10843373493975904
2025-06-14,Singapore,45029,1996,17,10,0,0,24.3,5,1,7,3,1,0,8,8,1,4,3,1,2,0.008517034068136272,0.5882352941176471,0.0,,0.29411764705882354,0.058823529411764705,0.4117647058823529,0.17647058823529413,0.058823529411764705,0.0,0.47058823529411764,0.47058823529411764,0.058823529411764705
2025-06-14,Indonesia,411031,9164,120,84,5,0,19.4,47,22,9,22,3,17,49,57,14,53,7,5,19,0.013094718463553033,0.7,0.05952380952380952,0.0,0.39166666666666666,0.18333333333333332,0.075,0.18333333333333332,0.025,0.14166666666666666,0.4083333333333333,0.475,0.11666666666666667
2025-06-14,Philippines,209005,5883,63,40,1,0,25.4,25,7,7,15,0,9,25,31,7,23,4,1,12,0.010708822029576747,0.6349206349206349,0.025,0.0,0.3968253968253968,0.1111111111111111,0.1111111111111111,0.23809523809523808,0.0,0.14285714285714285,0.3968253968253968,0.49206349206349204,0.1111111111111111
2025-06-14,Thailand,148400,4535,60,43,0,0,21.3,21,10,9,10,2,8,28,26,6,23,6,3,11,0.013230429988974642,0.7166666666666667,0.0,,0.35,0.16666666666666666,0.15,0.16666666666666666,0.03333333333333333,0.13333333333333333,0.4666666666666667,0.43333333333333335,0.1
2025-06-14,Vietnam,182431,7657,84,57,2,0,21.4,40,17,9,13,4,1,36,41,7,37,4,2,14,0.010970353924513516,0.6785714285714286,0.03508771929824561,0.0,0.47619047619047616,0.20238095238095238,0.10714285714285714,0.15476190476190477,0.047619047619047616,0.011904761904761904,0.42857142857142855,0.4880952380952381,0.08333333333333333
2025-06-15,Singapore,55183,1469,15,8,0,0,25.8,7,0,2,3,2,1,5,7,3,7,0,0,1,0.010211027910142955,0.5333333333333333,0.0,,0.4666666666666667,0.0,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.4666666666666667,0.2
2025-06-15,Indonesia,397813,15945,244,176,11,0,21.6,96,45,23,44,3,33,100,123,21,100,27,7,42,0.015302602696770147,0.7213114754098361,0.0625,0.0,0.39344262295081966,0.18442622950819673,0.0942622950819672,0.18032786885245902,0.012295081967213115,0.13524590163934427,0.4098360655737705,0.5040983606557377,0.0860655737704918
2025-06-15,Philippines,185546,8741,118,84,4,0,22.9,52,20,22,13,0,11,52,57,9,51,11,5,17,0.01349959958814781,0.711864406779661,0.047619047619047616,0.0,0.4406779661016949,0.1694915254237288,0.1864406779661017,0.11016949152542373,0.0,0.09322033898305085,0.4406779661016949,0.4830508474576271,0.07627118644067797
2025-06-15,Thailand,150105,3623,32,19,0,0,19.6,7,5,3,8,5,4,15,14,3,12,2,0,5,0.00883245928788297,0.59375,0.0,,0.21875,0.15625,0.09375,0.25,0.15625,0.125,0.46875,0.4375,0.09375
2025-06-15,Vietnam,178422,5741,85,57,2,0,23.5,30,13,14,15,0,13,34,41,10,29,6,2,20,0.014805782964640307,0.6705882352941176,0.03508771929824561,0.0,0.35294117647058826,0.15294117647058825,0.16470588235294117,0.17647058823529413,0.0,0.15294117647058825,0.4,0.4823529411764706,0.11764705882352941
2025-06-16,Singapore,48955,1405,16,10,0,0,23.2,8,1,4,3,0,0,5,9,2,9,0,0,1,0.011387900355871887,0.625,0.0,,0.5,0.0625,0.25,0.1875,0.0,0.0,0.3125,0.5625,0.125
2025-06-16,Indonesia,375301,9151,89,62,1,0,22.0,32,16,11,12,3,15,30,47,12,36,9,2,15,0.009725713036826577,0.6966292134831461,0.016129032258064516,0.0,0.3595505617977528,0.1797752808988764,0.12359550561797752,0.1348314606741573,0.033707865168539325,0.16853932584269662,0.33707865168539325,0.5280898876404494,0.1348314606741573
2025-06-16,Philippines,215530,9376,86,57,2,0,23.3,34,10,11,18,2,11,39,44,3,31,8,1,17,0.00917235494880546,0.6627906976744186,0.03508771929824561,0.0,0.3953488372093023,0.11627906976744186,0.12790697674418605,0.20930232558139536,0.023255813953488372,0.12790697674418605,0.45348837209302323,0.5116279069767442,0.03488372093023256
2025-06-16,Thailand,157735,7783,78,49,1,0,23.0,31,13,8,16,2,8,29,41,8,29,8,1,11,0.010021842477193885,0.6282051282051282,0.02040816326530612,0.0,0.3974358974358974,0.16666666666666666,0.10256410256410256,0.20512820512820512,0.02564102564102564,0.10256410256410256,0.3717948717948718,0.5256410256410257,0.10256410256410256
2025-06-16,Vietnam,176376,4238,63,44,1,0,24.9,26,10,7,12,0,8,27,29,7,22,6,3,13,0.014865502595563945,0.6984126984126984,0.022727272727272728,0.0,0.4126984126984127,0.15873015873015872,0.1111111111111111,0.19047619047619047,0.0,0.12698412698412698,0.42857142857142855,0.4603174603174603,0.1111111111111111
2025-06-17,Singapore,48651,1298,14,8,0,0,20.1,7,1,4,1,0,1,1,10,3,6,1,1,0,0.01078582434514638,0.5714285714285714,0.0,,0.5,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.7142857142857143,0.21428571428571427
2025-06-17,Indonesia,400545,14858,207,145,7,0,23.5,92,32,20,38,2,23,80,113,14,88,13,4,40,0.01393188854489164,0.7004830917874396,0.04827586206896552,0.0,0.4444444444444444,0.15458937198067632,0.0966183574879227,0.18357487922705315,0.00966183574879227,0.1111111111111111,0.3864734299516908,0.5458937198067633,0.06763285024154589
2025-06-17,Philippines,190492,5165,66,43,1,0,20.6,20,10,7,18,2,9,32,29,5,21,6,1,15,0.012778315585672797,0.6515151515151515,0.023255813953488372,0.0,0.30303030303030304,0.15151515151515152,0.10606060606060606,0.2727272727272727,0.030303030303030304,0.13636363636363635,0.48484848484848486,0.4393939393939394,0.07575757575757576
2025-06-17,Thailand,147576,5545,53,35,0,0,24.0,25,3,4,14,1,6,25,27,1,16,3,0,16,0.009558160504959423,0.660377358490566,0.0,,0.4716981132075472,0.05660377358490566,0.07547169811320754,0.2641509433962264,0.018867924528301886,0.11320754716981132,0.4716981132075472,0.5094339622641509,0.018867924528301886
2025-06-17,Vietnam,171056,5068,46,29,0,0,23.7,13,9,6,10,2,6,20,17,9,17,2,2,8,0.009076558800315706,0.6304347826086957,0.0,,0.2826086956521739,0.1956521739130435,0.13043478260869565,0.21739130434782608,0.043478260869565216,0.13043478260869565,0.43478260869565216,0.3695652173913043,0.1956521739130435
2025-06-18,Singapore,53488,1531,13,7,0,0,24.2,6,2,2,1,0,2,5,8,0,3,1,1,2,0.008491182233834096,0.5384615384615384,0.0,,0.46153846153846156,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.0,0.15384615384615385,0.38461538461538464,0.6153846153846154,0.0
2025-06-18,Indonesia,413315,9761,102,77,3,0,23.7,39,15,13,15,1,19,43,53,6,42,13,10,12,0.010449749001126933,0.7549019607843137,0.03896103896103896,0.0,0.38235294117647056,0.14705882352941177,0.12745098039215685,0.14705882352941177,0.00980392156862745,0.18627450980392157,0.4215686274509804,0.5196078431372549,0.058823529411764705
2025-06-18,Philippines,217485,8064,104,69,3,0,23.1,46,12,14,15,2,15,45,50,9,39,14,1,15,0.012896825396825396,0.6634615384615384,0.043478260869565216,0.0,0.4423076923076923,0.11538461538461539,0.1346153846153846,0.14423076923076922,0.019230769230769232,0.14423076923076922,0.4326923076923077,0.4807692307692308,0.08653846153846154
2025-06-18,Thailand,150297,6556,86,62,1,0,21.5,46,13,10,10,0,7,33,45,8,38,5,2,17,0.013117754728492984,0.7209302325581395,0.016129032258064516,0.0,0.5348837209302325,0.1511627906976744,0.11627906976744186,0.11627906976744186,0.0,0.08139534883720931,0.38372093023255816,0.5232558139534884,0.09302325581395349
2025-06-18,Vietnam,185624,7873,116,79,5,0,23.7,49,21,11,19,4,12,57,51,8,51,11,4,13,0.01473390067318684,0.6810344827586207,0.06329113924050633,0.0,0.4224137931034483,0.1810344827586207,0.09482758620689655,0.16379310344827586,0.034482758620689655,0.10344827586206896,0.49137931034482757,0.4396551724137931,0.06896551724137931
2025-06-19,Singapore,51729,2513,28,17,0,0,25.4,13,4,1,6,0,4,13,12,3,11,1,1,4,0.011142061281337047,0.6071428571428571,0.0,,0.4642857142857143,0.14285714285714285,0.03571428571428571,0.21428571428571427,0.0,0.14285714285714285,0.4642857142857143,0.42857142857142855,0.10714285714285714
2025-06-19,Indonesia,390254,14419,172,121,5,0,25.4,64,29,23,31,5,20,68,87,17,71,12,11,27,0.011928705180664401,0.7034883720930233,0.04132231404958678,0.0,0.37209302325581395,0.1686046511627907,0.13372093023255813,0.18023255813953487,0.029069767441860465,0.11627906976744186,0.3953488372093023,0.5058139534883721,0.09883720930232558
2025-06-19,Philippines,191582,9287,138,100,5,0,18.9,53,25,13,29,0,18,56,67,15,59,9,2,30,0.014859480994939162,0.7246376811594203,0.05,0.0,0.38405797101449274,0.18115942028985507,0.09420289855072464,0.21014492753623187,0.0,0.13043478260869565,0.4057971014492754,0.4855072463768116,0.10869565217391304
2025-06-19,Thailand,146821,4829,59,40,1,0,24.6,18,9,7,15,1,9,28,27,4,23,3,2,12,0.012217850486643197,0.6779661016949152,0.025,0.0,0.3050847457627119,0.15254237288135594,0.11864406779661017,0.2542372881355932,0.01694915254237288,0.15254237288135594,0.4745762711864407,0.4576271186440678,0.06779661016949153
2025-06-19,Vietnam,171227,6924,71,45,1,0,23.2,30,7,10,13,0,11,27,37,7,30,6,0,9,0.01025418833044483,0.6338028169014085,0.022222222222222223,0.0,0.4225352112676056,0.09859154929577464,0.14084507042253522,0.18309859154929578,0.0,0.15492957746478872,0.38028169014084506,0.5211267605633803,0.09859154929577464
2025-06-20,Singapore,47980,1703,16,10,0,0,19.4,7,3,4,1,0,1,9,7,0,8,1,0,1,0.009395184967704051,0.625,0.0,,0.4375,0.1875,0.25,0.0625,0.0,0.0625,0.5625,0.4375,0.0
2025-06-20,Indonesia,390998,10731,114,77,3,0,24.2,41,19,15,16,2,21,46,55,13,46,5,4,22,0.01062342745317305,0.6754385964912281,0.03896103896103896,0.0,0.35964912280701755,0.16666666666666666,0.13157894736842105,0.14035087719298245,0.017543859649122806,0.18421052631578946,0.40350877192982454,0.4824561403508772,0.11403508771929824
2025-06-20,Philippines,205072,9232,89,60,2,0,19.5,38,11,8,19,2,11,36,44,9,37,7,1,15,0.009640381282495667,0.6741573033707865,0.03333333333333333,0.0,0.42696629213483145,0.12359550561797752,0.0898876404494382,0.21348314606741572,0.02247191011235955,0.12359550561797752,0.4044943820224719,0.4943820224719101,0.10112359550561797
2025-06-20,Thailand,153166,6862,64,44,1,0,21.9,26,11,8,9,1,9,26,30,8,24,4,2,14,0.009326726901777908,0.6875,0.022727272727272728,0.0,0.40625,0.171875,0.125,0.140625,0.015625,0.140625,0.40625,0.46875,0.125
2025-06-20,Vietnam,179405,7190,100,73,3,0,21.1,44,10,13,20,0,13,41,54,5,42,12,3,16,0.013908205841446454,0.73,0.0410958904109589,0.0,0.44,0.1,0.13,0.2,0.0,0.13,0.41,0.54,0.05
2025-06-21,Singapore,47741,1508,19,10,0,0,23.9,8,3,1,3,0,4,11,7,1,8,1,1,0,0.012599469496021221,0.5263157894736842,0.0,,0.42105263157894735,0.15789473684210525,0.05263157894736842,0.15789473684210525,0.0,0.21052631578947367,0.5789473684210527,0.3684210526315789,0.05263157894736842
2025-06-21,Indonesia,405498,15091,145,106,5,0,24.1,55,20,13,35,4,18,51,74,20,60,17,6,23,0.00960837585315751,0.7310344827586207,0.04716981132075472,0.0,0.3793103448275862,0.13793103448275862,0.0896551724137931,0.2413793103448276,0.027586206896551724,0.12413793103448276,0.35172413793103446,0.5103448275862069,0.13793103448275862
2025-06-21,Philippines,180392,5801,85,55,2,0,18.5,33,9,9,16,2,16,37,36,12,36,8,2,9,0.014652646095500776,0.6470588235294118,0.03636363636363636,0.0,0.38823529411764707,0.10588235294117647,0.10588235294117647,0.18823529411764706,0.023529411764705882,0.18823529411764706,0.43529411764705883,0.4235294117647059,0.1411764705882353
2025-06-21,Thailand,150290,3563,40,27,0,0,22.2,14,8,5,7,1,5,17,19,4,16,4,0,7,0.011226494527083918,0.675,0.0,,0.35,0.2,0.125,0.175,0.025,0.125,0.425,0.475,0.1
2025-06-21,Vietnam,177432,4130,44,30,0,0,19.6,21,6,3,6,2,6,15,19,10,18,3,0,9,0.010653753026634382,0.6818181818181818,0.0,,0.4772727272727273,0.13636363636363635,0.06818181818181818,0.13636363636363635,0.045454545454545456,0.13636363636363635,0.3409090909090909,0.4318181818181818,0.22727272727272727
2025-06-22,Singapore,48703,1818,19,11,0,0,23.9,8,3,4,3,0,1,9,9,1,6,1,1,3,0.010451045104510451,0.5789473684210527,0.0,,0.42105263157894735,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.0,0.05263157894736842,0.47368421052631576,0.47368421052631576,0.05263157894736842
2025-06-22,Indonesia,411703,18452,288,205,13,0,17.8,102,48,28,54,11,45,118,138,32,123,24,9,49,0.015608064166486017,0.7118055555555556,0.06341463414634146,0.0,0.3541666666666667,0.16666666666666666,0.09722222222222222,0.1875,0.03819444444444445,0.15625,0.4097222222222222,0.4791666666666667,0.1111111111111111
2025-06-22,Philippines,198628,8258,102,69,3,0,24.3,35,17,10,26,1,13,42,45,15,40,8,2,19,0.012351658997335917,0.6764705882352942,0.043478260869565216,0.0,0.3431372549019608,0.16666666666666666,0.09803921568627451,0.2549019607843137,0.00980392156862745,0.12745098039215685,0.4117647058823529,0.4411764705882353,0.14705882352941177
2025-06-22,Thailand,153652,3550,33,20,0,0,22.1,15,5,2,5,0,6,15,17,1,9,3,2,6,0.009295774647887323,0.6060606060606061,0.0,,0.45454545454545453,0.15151515151515152,0.06060606060606061,0.15151515151515152,0.0,0.18181818181818182,0.45454545454545453,0.5151515151515151,0.030303030303030304
2025-06-22,Vietnam,180832,4697,54,36,0,0,20.0,22,10,7,9,3,3,16,30,8,27,4,0,5,0.011496700021290185,0.6666666666666666,0.0,,0.4074074074074074,0.18518518518518517,0.12962962962962962,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.2962962962962963,0.5555555555555556,0.14814814814814814
2025-06-23,Singapore,48960,2223,30,19,0,0,24.5,11,8,1,7,1,2,15,12,3,9,2,2,6,0.01349527665317139,0.6333333333333333,0.0,,0.36666666666666664,0.26666666666666666,0.03333333333333333,0.23333333333333334,0.03333333333333333,0.06666666666666667,0.5,0.4,0.1
2025-06-23,Indonesia,359802,14331,210,144,7,0,19.4,84,41,24,29,4,28,81,102,27,84,18,7,35,0.01465354825204103,0.6857142857142857,0.04861111111111111,0.0,0.4,0.19523809523809524,0.11428571428571428,0.1380952380952381,0.01904761904761905,0.13333333333333333,0.38571428571428573,0.4857142857142857,0.12857142857142856
2025-06-23,Philippines,210396,8522,117,83,4,0,18.0,48,13,15,24,3,14,42,63,12,43,12,6,22,0.013729171555972777,0.7094017094017094,0.04819277108433735,0.0,0.41025641025641024,0.1111111111111111,0.1282051282051282,0.20512820512820512,0.02564102564102564,0.11965811965811966,0.358974358974359,0.5384615384615384,0.10256410256410256
2025-06-23,Thailand,142227,3011,43,26,1,0,19.8,23,2,6,8,1,3,16,24,3,19,1,0,6,0.014280969777482564,0.6046511627906976,0.038461538461538464,0.0,0.5348837209302325,0.046511627906976744,0.13953488372093023,0.18604651162790697,0.023255813953488372,0.06976744186046512,0.37209302325581395,0.5581395348837209,0.06976744186046512
2025-06-23,Vietnam,178931,5506,69,48,2,0,22.7,25,12,11,13,1,7,30,32,7,30,5,1,12,0.012531783508899382,0.6956521739130435,0.041666666666666664,0.0,0.36231884057971014,0.17391304347826086,0.15942028985507245,0.18840579710144928,0.014492753623188406,0.10144927536231885,0.43478260869565216,0.463768115942029,0.10144927536231885
2025-06-24,Singapore,44352,1658,23,13,0,0,21.1,7,1,5,4,0,6,8,11,4,8,2,1,2,0.013872135102533172,0.5652173913043478,0.0,,0.30434782608695654,0.043478260869565216,0.21739130434782608,0.17391304347826086,0.0,0.2608695652173913,0.34782608695652173,0.4782608695652174,0.17391304347826086
2025-06-24,Indonesia,396974,14053,138,100,6,0,21.1,48,34,13,24,0,19,56,67,15,62,13,4,21,0.009819967266775777,0.7246376811594203,0.06,0.0,0.34782608695652173,0.2463768115942029,0.09420289855072464,0.17391304347826086,0.0,0.13768115942028986,0.4057971014492754,0.4855072463768116,0.10869565217391304
2025-06-24,Philippines,192760,7270,77,50,1,0,23.7,31,12,7,12,3,12,31,39,7,29,3,3,15,0.010591471801925722,0.6493506493506493,0.02,0.0,0.4025974025974026,0.15584415584415584,0.09090909090909091,0.15584415584415584,0.03896103896103896,0.15584415584415584,0.4025974025974026,0.5064935064935064,0.09090909090909091
2025-06-24,Thailand,133164,4560,62,43,1,0,19.5,34,8,7,11,1,1,26,28,8,28,2,1,12,0.013596491228070176,0.6935483870967742,0.023255813953488372,0.0,0.5483870967741935,0.12903225806451613,0.11290322580645161,0.1774193548387097,0.016129032258064516,0.016129032258064516,0.41935483870967744,0.45161290322580644,0.12903225806451613
2025-06-24,Vietnam,177823,6746,67,47,2,0,19.3,35,8,8,7,2,7,21,39,7,29,4,4,10,0.009931811443818559,0.7014925373134329,0.0425531914893617,0.0,0.5223880597014925,0.11940298507462686,0.11940298507462686,0.1044776119402985,0.029850746268656716,0.1044776119402985,0.31343283582089554,0.582089552238806,0.1044776119402985
2025-06-25,Singapore,48454,2214,29,19,0,0,22.8,11,5,4,4,1,4,9,17,3,13,2,0,4,0.013098464317976514,0.6551724137931034,0.0,,0.3793103448275862,0.1724137931034483,0.13793103448275862,0.13793103448275862,0.034482758620689655,0.13793103448275862,0.3103448275862069,0.5862068965517241,0.10344827586206896
2025-06-25,Indonesia,395806,12994,126,94,3,0,21.5,43,25,18,23,3,14,43,68,15,54,14,3,23,0.009696783130675696,0.746031746031746,0.031914893617021274,0.0,0.3412698412698413,0.1984126984126984,0.14285714285714285,0.18253968253968253,0.023809523809523808,0.1111111111111111,0.3412698412698413,0.5396825396825397,0.11904761904761904
2025-06-25,Philippines,200229,7971,119,83,4,0,18.1,45,14,19,22,5,14,49,59,11,48,12,7,16,0.014929118052941915,0.6974789915966386,0.04819277108433735,0.0,0.37815126050420167,0.11764705882352941,0.15966386554621848,0.18487394957983194,0.04201680672268908,0.11764705882352941,0.4117647058823529,0.4957983193277311,0.09243697478991597
2025-06-25,Thailand,157030,7571,87,58,1,0,20.7,40,8,7,18,2,12,38,40,9,32,8,1,17,0.011491216483951922,0.6666666666666666,0.017241379310344827,0.0,0.45977011494252873,0.09195402298850575,0.08045977011494253,0.20689655172413793,0.022988505747126436,0.13793103448275862,0.4367816091954023,0.45977011494252873,0.10344827586206896
2025-06-25,Vietnam,184344,7441,81,57,1,0,21.2,36,10,9,16,2,8,29,43,9,36,4,1,16,0.010885633651390942,0.7037037037037037,0.017543859649122806,0.0,0.4444444444444444,0.12345679012345678,0.1111111111111111,0.19753086419753085,0.024691358024691357,0.09876543209876543,0.35802469135802467,0.5308641975308642,0.1111111111111111
2025-06-26,Singapore,49160,1915,22,13,0,0,20.4,13,3,2,3,0,1,6,10,6,3,0,0,10,0.011488250652741514,0.5909090909090909,0.0,,0.5909090909090909,0.13636363636363635,0.09090909090909091,0.13636363636363635,0.0,0.045454545454545456,0.2727272727272727,0.45454545454545453,0.2727272727272727
2025-06-26,Indonesia,390446,14498,162,120,8,0,21.1,57,30,25,25,2,23,78,71,13,64,19,10,27,0.011173955028279763,0.7407407407407407,0.06666666666666667,0.0,0.35185185185185186,0.18518518518518517,0.15432098765432098,0.15432098765432098,0.012345679012345678,0.1419753086419753,0.48148148148148145,0.4382716049382716,0.08024691358024691
2025-06-26,Philippines,203478,9211,96,68,2,0,23.1,44,14,8,15,1,14,34,53,9,44,7,4,13,0.010422321137770058,0.7083333333333334,0.029411764705882353,0.0,0.4583333333333333,0.14583333333333334,0.08333333333333333,0.15625,0.010416666666666666,0.14583333333333334,0.3541666666666667,0.5520833333333334,0.09375
2025-06-26,Thailand,148925,3934,52,33,0,0,22.1,19,6,8,13,3,3,19,27,6,15,5,0,13,0.013218098627351297,0.6346153846153846,0.0,,0.36538461538461536,0.11538461538461539,0.15384615384615385,0.25,0.057692307692307696,0.057692307692307696,0.36538461538461536,0.5192307692307693,0.11538461538461539
2025-06-26,Vietnam,194126,5399,62,43,2,0,24.2,23,12,11,7,1,8,27,32,3,26,7,2,8,0.01148360807556955,0.6935483870967742,0.046511627906976744,0.0,0.3709677419354839,0.1935483870967742,0.1774193548387097,0.11290322580645161,0.016129032258064516,0.12903225806451613,0.43548387096774194,0.5161290322580645,0.04838709677419355
2025-06-27,Singapore,48104,2149,20,12,0,0,25.2,5,1,6,5,1,2,5,11,4,7,0,1,4,0.009306654257794323,0.6,0.0,,0.25,0.05,0.3,0.25,0.05,0.1,0.25,0.55,0.2
